class1,class2,Answer.time_in_minutes,slide_number,response,predicate2,noun,predicate1,gender,nounclass,workerid
texture,shape,2.916716666666667,24,0.54,cuadrado,manzana,duro,feminine,food,160
size,age,2.916716666666667,25,0.6,podrido,televisi&oacute;n ,largo,feminine,furniture,160
size,quality,2.916716666666667,26,0.52,malo,sof&aacute; ,min&uacute;sculo,masculine,furniture,160
size,color,2.916716666666667,27,0.58,marr&oacute;n,televisi&oacute;n ,enorme,feminine,furniture,160
color,nationality,2.916716666666667,28,0.39,espa&ntilde;ol,escritorio,marr&oacute;n,masculine,furniture,160
age,size,6.893933333333333,3,0.55,corto,ventilador,nuevo,masculine,furniture,161
color,age,6.893933333333333,4,0.6,viejo,escritorio,verde,masculine,furniture,161
nationality,color,6.893933333333333,5,0.48,rojo,manzana,espa&ntilde;ol,feminine,food,161
color,texture,6.893933333333333,6,0.77,suave,zanahoria,amarillo,feminine,food,161
age,quality,6.893933333333333,7,0.74,malo,escritorio,podrido,masculine,furniture,161
shape,size,6.893933333333333,8,0.65,peque&ntilde;o,manzana,redondo,feminine,food,161
quality,color,6.893933333333333,9,0.71,verde,televisi&oacute;n ,bueno,feminine,furniture,161
nationality,size,6.893933333333333,10,0.7,largo,queso,espa&ntilde;ol,masculine,food,161
size,color,6.893933333333333,11,0.69,marr&oacute;n,televisi&oacute;n ,peque&ntilde;o,feminine,furniture,161
nationality,quality,6.893933333333333,12,0.7,malo,televisi&oacute;n ,espa&ntilde;ol,feminine,furniture,161
size,texture,6.893933333333333,13,0.66,suave,pl&aacute;tano,min&uacute;sculo,masculine,food,161
age,size,6.893933333333333,14,0.65,peque&ntilde;o,queso,viejo,masculine,food,161
nationality,age,6.893933333333333,15,0.68,podrido,ventilador,americano,masculine,furniture,161
nationality,size,6.893933333333333,16,0.61,grande,televisi&oacute;n ,espa&ntilde;ol,feminine,furniture,161
color,nationality,6.893933333333333,17,0.7,americano,manzana,azul,feminine,food,161
size,age,6.893933333333333,18,0.74,podrido,escritorio,grande,masculine,furniture,161
size,age,6.893933333333333,19,0.66,fresco,escritorio,peque&ntilde;o,masculine,furniture,161
texture,nationality,6.893933333333333,20,0.69,americano,sof&aacute; ,liso,masculine,furniture,161
age,color,6.893933333333333,21,0.68,azul,sof&aacute; ,fresco,masculine,furniture,161
texture,size,6.893933333333333,22,0.68,largo,tomate,liso,masculine,food,161
nationality,texture,6.893933333333333,23,0.76,suave,ventilador,mexicano,masculine,furniture,161
age,nationality,6.893933333333333,24,0.78,espa&ntilde;ol,escritorio,viejo,masculine,furniture,161
color,texture,6.893933333333333,25,0.71,duro,tomate,rojo,masculine,food,161
size,shape,6.893933333333333,26,0.71,redondo,ventilador,peque&ntilde;o,masculine,furniture,161
texture,color,6.893933333333333,27,0.73,azul,televisi&oacute;n ,duro,feminine,furniture,161
texture,age,6.893933333333333,28,0.81,fresco,televisi&oacute;n ,suave,feminine,furniture,161
texture,shape,2.8036833333333333,3,0.67,cuadrado,zanahoria,liso,feminine,food,162
nationality,shape,2.8036833333333333,4,0.58,cuadrado,televisi&oacute;n ,espa&ntilde;ol,feminine,furniture,162
quality,shape,2.8036833333333333,5,0.53,redondo,pl&aacute;tano,malo,masculine,food,162
age,quality,2.8036833333333333,6,0.51,malo,manzana,podrido,feminine,food,162
age,size,2.8036833333333333,7,0.69,min&uacute;sculo,escritorio,podrido,masculine,furniture,162
color,age,2.8036833333333333,8,0.52,fresco,queso,amarillo,masculine,food,162
nationality,size,2.8036833333333333,9,0.55,largo,sof&aacute; ,americano,masculine,furniture,162
size,color,2.8036833333333333,10,0.5,marr&oacute;n,manzana,min&uacute;sculo,feminine,food,162
texture,age,2.8036833333333333,11,0.5,viejo,televisi&oacute;n ,suave,feminine,furniture,162
nationality,size,2.8036833333333333,12,0.58,grande,queso,mexicano,masculine,food,162
age,size,2.8036833333333333,13,0.45,min&uacute;sculo,sof&aacute; ,viejo,masculine,furniture,162
texture,size,2.8036833333333333,14,0.4,grande,manzana,liso,feminine,food,162
size,age,2.8036833333333333,15,0.55,fresco,zanahoria,corto,feminine,food,162
color,shape,2.8036833333333333,16,0.48,cuadrado,queso,amarillo,masculine,food,162
size,nationality,2.8036833333333333,17,0.6,americano,ventilador,largo,masculine,furniture,162
nationality,age,2.8036833333333333,18,0.55,viejo,sof&aacute; ,americano,masculine,furniture,162
size,color,2.8036833333333333,19,0.48,morado,zanahoria,enorme,feminine,food,162
age,color,2.8036833333333333,20,0.48,rojo,pl&aacute;tano,podrido,masculine,food,162
texture,age,2.8036833333333333,21,0.55,nuevo,televisi&oacute;n ,liso,feminine,furniture,162
age,texture,2.8036833333333333,22,0.53,liso,zanahoria,fresco,feminine,food,162
nationality,color,2.8036833333333333,23,0.51,rojo,televisi&oacute;n ,espa&ntilde;ol,feminine,furniture,162
shape,age,2.8036833333333333,24,0.63,nuevo,pl&aacute;tano,cuadrado,masculine,food,162
size,shape,2.8036833333333333,25,0.4,redondo,televisi&oacute;n ,grande,feminine,furniture,162
size,color,2.8036833333333333,26,0.44,verde,pl&aacute;tano,peque&ntilde;o,masculine,food,162
age,nationality,2.8036833333333333,27,0.55,espa&ntilde;ol,pl&aacute;tano,fresco,masculine,food,162
age,color,2.8036833333333333,28,0.54,amarillo,manzana,fresco,feminine,food,162
size,color,2.586516666666667,3,0.73,morado,silla,grande,feminine,furniture,163
nationality,age,2.586516666666667,4,0.7,nuevo,ventilador,americano,masculine,furniture,163
color,age,2.586516666666667,5,0.53,podrido,manzana,amarillo,feminine,food,163
nationality,color,2.586516666666667,6,0.64,amarillo,ventilador,espa&ntilde;ol,masculine,furniture,163
color,size,2.586516666666667,7,0.42,min&uacute;sculo,queso,amarillo,masculine,food,163
age,color,2.586516666666667,8,0.75,verde,ventilador,podrido,masculine,furniture,163
color,quality,2.586516666666667,9,0.64,bueno,ventilador,morado,masculine,furniture,163
age,color,2.586516666666667,10,0.47,morado,manzana,fresco,feminine,food,163
color,age,2.586516666666667,11,0.72,nuevo,tomate,rojo,masculine,food,163
size,quality,2.586516666666667,12,0.49,malo,manzana,peque&ntilde;o,feminine,food,163
quality,color,2.586516666666667,13,0.72,morado,tomate,bueno,masculine,food,163
size,age,2.586516666666667,14,0.54,podrido,queso,largo,masculine,food,163
color,age,2.586516666666667,15,0.66,nuevo,manzana,marr&oacute;n,feminine,food,163
color,quality,2.586516666666667,16,0.44,malo,zanahoria,rojo,feminine,food,163
quality,age,2.586516666666667,17,0.77,podrido,ventilador,malo,masculine,furniture,163
size,quality,2.586516666666667,18,0.48,malo,silla,largo,feminine,furniture,163
size,nationality,2.586516666666667,19,0.78,espa&ntilde;ol,escritorio,min&uacute;sculo,masculine,furniture,163
size,texture,2.586516666666667,20,0.58,duro,televisi&oacute;n ,peque&ntilde;o,feminine,furniture,163
texture,color,2.586516666666667,21,0.75,morado,escritorio,liso,masculine,furniture,163
texture,size,2.586516666666667,22,0.58,grande,manzana,suave,feminine,food,163
nationality,quality,2.586516666666667,23,0.83,bueno,ventilador,mexicano,masculine,furniture,163
age,shape,2.586516666666667,24,0.78,cuadrado,silla,podrido,feminine,furniture,163
quality,age,2.586516666666667,25,0.64,viejo,queso,malo,masculine,food,163
shape,texture,2.586516666666667,26,0.75,duro,zanahoria,redondo,feminine,food,163
color,texture,2.586516666666667,27,0.7,duro,queso,marr&oacute;n,masculine,food,163
size,quality,2.586516666666667,28,0.46,malo,tomate,grande,masculine,food,163
texture,size,8.7571,3,0.74,enorme,escritorio,suave,masculine,furniture,164
texture,color,8.7571,4,0.89,verde,ventilador,liso,masculine,furniture,164
size,quality,8.7571,5,0.77,bueno,queso,enorme,masculine,food,164
shape,color,8.7571,6,0.91,morado,escritorio,cuadrado,masculine,furniture,164
color,texture,8.7571,7,0.8,suave,pl&aacute;tano,amarillo,masculine,food,164
age,color,8.7571,8,0.92,amarillo,silla,podrido,feminine,furniture,164
nationality,texture,8.7571,9,0.87,suave,televisi&oacute;n ,americano,feminine,furniture,164
quality,age,8.7571,10,0.85,podrido,silla,bueno,feminine,furniture,164
nationality,size,8.7571,11,0.71,grande,pl&aacute;tano,espa&ntilde;ol,masculine,food,164
nationality,color,8.7571,12,0.89,rojo,queso,americano,masculine,food,164
texture,size,8.7571,13,0.62,peque&ntilde;o,televisi&oacute;n ,liso,feminine,furniture,164
texture,size,8.7571,14,0.78,peque&ntilde;o,escritorio,duro,masculine,furniture,164
size,color,8.7571,15,0.79,verde,televisi&oacute;n ,corto,feminine,furniture,164
age,texture,8.7571,16,0.61,suave,ventilador,podrido,masculine,furniture,164
quality,age,8.7571,17,0.87,fresco,ventilador,malo,masculine,furniture,164
size,shape,8.7571,18,0.79,cuadrado,ventilador,grande,masculine,furniture,164
nationality,size,8.7571,19,0.76,grande,escritorio,mexicano,masculine,furniture,164
age,nationality,8.7571,20,0.63,espa&ntilde;ol,tomate,podrido,masculine,food,164
size,quality,8.7571,21,0.86,malo,silla,grande,feminine,furniture,164
nationality,age,8.7571,22,0.62,viejo,televisi&oacute;n ,americano,feminine,furniture,164
nationality,size,8.7571,23,0.79,peque&ntilde;o,tomate,mexicano,masculine,food,164
age,size,8.7571,24,0.68,min&uacute;sculo,tomate,fresco,masculine,food,164
nationality,color,8.7571,25,0.9,azul,silla,americano,feminine,furniture,164
nationality,size,8.7571,26,0.62,enorme,queso,americano,masculine,food,164
color,texture,8.7571,27,0.82,duro,pl&aacute;tano,azul,masculine,food,164
quality,size,8.7571,28,0.62,peque&ntilde;o,ventilador,malo,masculine,furniture,164
size,nationality,5.374583333333334,3,0.89,mexicano,televisi&oacute;n ,grande,feminine,furniture,165
color,size,5.374583333333334,4,0.86,largo,tomate,rojo,masculine,food,165
size,nationality,5.374583333333334,5,0.11,espa&ntilde;ol,manzana,grande,feminine,food,165
color,size,5.374583333333334,6,0.9,peque&ntilde;o,escritorio,morado,masculine,furniture,165
quality,texture,5.374583333333334,7,0.86,duro,manzana,bueno,feminine,food,165
color,size,5.374583333333334,8,0.91,enorme,ventilador,morado,masculine,furniture,165
age,texture,5.374583333333334,9,0.9,liso,zanahoria,podrido,feminine,food,165
nationality,shape,5.374583333333334,10,0.93,redondo,pl&aacute;tano,mexicano,masculine,food,165
quality,shape,5.374583333333334,11,0.07,redondo,manzana,bueno,feminine,food,165
nationality,shape,5.374583333333334,12,0.91,cuadrado,tomate,espa&ntilde;ol,masculine,food,165
nationality,texture,5.374583333333334,13,0.95,suave,zanahoria,mexicano,feminine,food,165
texture,nationality,5.374583333333334,14,0.95,mexicano,sof&aacute; ,liso,masculine,furniture,165
size,texture,5.374583333333334,15,0.03,duro,ventilador,corto,masculine,furniture,165
size,color,5.374583333333334,16,0.97,rojo,escritorio,peque&ntilde;o,masculine,furniture,165
texture,color,5.374583333333334,17,0.96,azul,sof&aacute; ,duro,masculine,furniture,165
size,shape,5.374583333333334,18,0.93,cuadrado,manzana,corto,feminine,food,165
shape,color,5.374583333333334,19,0.9,marr&oacute;n,pl&aacute;tano,cuadrado,masculine,food,165
size,nationality,5.374583333333334,20,0.06,americano,pl&aacute;tano,largo,masculine,food,165
shape,texture,5.374583333333334,21,0.99,duro,televisi&oacute;n ,cuadrado,feminine,furniture,165
shape,age,5.374583333333334,22,0.96,podrido,escritorio,redondo,masculine,furniture,165
nationality,color,5.374583333333334,23,0.97,verde,ventilador,americano,masculine,furniture,165
color,age,5.374583333333334,24,0.96,viejo,ventilador,morado,masculine,furniture,165
texture,size,5.374583333333334,25,0.98,corto,ventilador,suave,masculine,furniture,165
size,shape,5.374583333333334,26,0.02,redondo,pl&aacute;tano,enorme,masculine,food,165
color,size,5.374583333333334,27,0.96,enorme,pl&aacute;tano,verde,masculine,food,165
size,age,5.374583333333334,28,0.97,viejo,zanahoria,grande,feminine,food,165
size,texture,4.202716666666666,3,1,suave,zanahoria,peque&ntilde;o,feminine,food,166
age,color,4.202716666666666,4,0.01,verde,manzana,fresco,feminine,food,166
texture,quality,4.202716666666666,5,0.02,bueno,queso,duro,masculine,food,166
size,color,4.202716666666666,6,0.01,rojo,zanahoria,peque&ntilde;o,feminine,food,166
size,shape,4.202716666666666,7,0.98,redondo,escritorio,enorme,masculine,furniture,166
size,quality,4.202716666666666,8,0.04,bueno,queso,largo,masculine,food,166
color,size,4.202716666666666,9,0.97,min&uacute;sculo,pl&aacute;tano,morado,masculine,food,166
age,size,4.202716666666666,10,0.99,largo,sof&aacute; ,viejo,masculine,furniture,166
color,shape,4.202716666666666,11,0.02,cuadrado,zanahoria,rojo,feminine,food,166
quality,age,4.202716666666666,12,0.98,podrido,sof&aacute; ,malo,masculine,furniture,166
age,quality,4.202716666666666,13,0.99,bueno,manzana,nuevo,feminine,food,166
size,nationality,4.202716666666666,14,0,mexicano,silla,corto,feminine,furniture,166
size,texture,4.202716666666666,15,0.96,duro,pl&aacute;tano,peque&ntilde;o,masculine,food,166
size,color,4.202716666666666,16,0.97,morado,zanahoria,corto,feminine,food,166
age,size,4.202716666666666,17,0.97,peque&ntilde;o,zanahoria,podrido,feminine,food,166
color,nationality,4.202716666666666,18,0.02,mexicano,sof&aacute; ,marr&oacute;n,masculine,furniture,166
nationality,color,4.202716666666666,19,0.01,verde,silla,americano,feminine,furniture,166
age,texture,4.202716666666666,20,0.98,suave,tomate,fresco,masculine,food,166
size,color,4.202716666666666,21,0,marr&oacute;n,sof&aacute; ,enorme,masculine,furniture,166
texture,nationality,4.202716666666666,22,0.03,mexicano,pl&aacute;tano,liso,masculine,food,166
texture,size,4.202716666666666,23,0.02,grande,tomate,suave,masculine,food,166
age,shape,4.202716666666666,24,0.97,redondo,silla,nuevo,feminine,furniture,166
quality,nationality,4.202716666666666,25,0.96,espa&ntilde;ol,televisi&oacute;n ,malo,feminine,furniture,166
age,size,4.202716666666666,26,0.02,min&uacute;sculo,televisi&oacute;n ,viejo,feminine,furniture,166
size,nationality,4.202716666666666,27,1,espa&ntilde;ol,pl&aacute;tano,corto,masculine,food,166
texture,shape,4.202716666666666,28,0,cuadrado,zanahoria,liso,feminine,food,166
color,age,2.3793166666666665,3,0.75,nuevo,escritorio,morado,masculine,furniture,167
color,size,2.3793166666666665,4,0.72,peque&ntilde;o,tomate,morado,masculine,food,167
color,nationality,2.3793166666666665,5,0.72,espa&ntilde;ol,ventilador,rojo,masculine,furniture,167
size,nationality,2.3793166666666665,6,0.17,mexicano,ventilador,grande,masculine,furniture,167
color,age,2.3793166666666665,7,0.58,fresco,escritorio,marr&oacute;n,masculine,furniture,167
quality,size,2.3793166666666665,8,0.41,min&uacute;sculo,manzana,bueno,feminine,food,167
size,color,2.3793166666666665,9,0.97,azul,televisi&oacute;n ,peque&ntilde;o,feminine,furniture,167
age,nationality,2.3793166666666665,10,0.28,mexicano,escritorio,podrido,masculine,furniture,167
age,color,2.3793166666666665,11,0.86,verde,tomate,nuevo,masculine,food,167
age,quality,2.3793166666666665,12,0.81,malo,queso,podrido,masculine,food,167
nationality,size,2.3793166666666665,13,0.73,peque&ntilde;o,queso,americano,masculine,food,167
texture,age,2.3793166666666665,14,0.93,viejo,tomate,suave,masculine,food,167
age,color,2.3793166666666665,15,0.74,azul,sof&aacute; ,viejo,masculine,furniture,167
texture,nationality,2.3793166666666665,16,0.8,mexicano,ventilador,duro,masculine,furniture,167
nationality,age,2.3793166666666665,17,0.47,fresco,zanahoria,americano,feminine,food,167
size,color,2.3793166666666665,18,0.67,rojo,pl&aacute;tano,enorme,masculine,food,167
texture,age,2.3793166666666665,19,0.56,nuevo,sof&aacute; ,suave,masculine,furniture,167
size,quality,2.3793166666666665,20,0.72,malo,silla,grande,feminine,furniture,167
age,color,2.3793166666666665,21,0.72,verde,silla,fresco,feminine,furniture,167
age,shape,2.3793166666666665,22,0.75,cuadrado,ventilador,fresco,masculine,furniture,167
age,size,2.3793166666666665,23,0.72,peque&ntilde;o,sof&aacute; ,podrido,masculine,furniture,167
quality,color,2.3793166666666665,24,0.88,verde,manzana,bueno,feminine,food,167
nationality,size,2.3793166666666665,25,0.61,corto,ventilador,mexicano,masculine,furniture,167
size,color,2.3793166666666665,26,0.6,azul,escritorio,enorme,masculine,furniture,167
age,size,2.3793166666666665,27,0.46,corto,pl&aacute;tano,fresco,masculine,food,167
age,shape,2.3793166666666665,28,0.72,redondo,televisi&oacute;n ,viejo,feminine,furniture,167
texture,shape,9.00675,3,0.84,redondo,televisi&oacute;n ,duro,feminine,furniture,168
nationality,color,9.00675,4,0.82,rojo,silla,espa&ntilde;ol,feminine,furniture,168
shape,color,9.00675,5,0.29,amarillo,zanahoria,cuadrado,feminine,food,168
texture,age,9.00675,6,0.81,fresco,manzana,suave,feminine,food,168
color,nationality,9.00675,7,0.83,espa&ntilde;ol,zanahoria,marr&oacute;n,feminine,food,168
age,size,9.00675,8,0.75,peque&ntilde;o,silla,viejo,feminine,furniture,168
nationality,shape,9.00675,9,0.76,redondo,sof&aacute; ,espa&ntilde;ol,masculine,furniture,168
color,size,9.00675,10,0.83,grande,pl&aacute;tano,amarillo,masculine,food,168
color,nationality,9.00675,11,0.79,mexicano,ventilador,morado,masculine,furniture,168
shape,color,9.00675,12,0.84,morado,tomate,redondo,masculine,food,168
age,color,9.00675,13,0.35,amarillo,televisi&oacute;n ,fresco,feminine,furniture,168
nationality,quality,9.00675,14,0.33,bueno,queso,espa&ntilde;ol,masculine,food,168
shape,nationality,9.00675,15,0.78,americano,manzana,redondo,feminine,food,168
texture,shape,9.00675,16,0.52,redondo,escritorio,suave,masculine,furniture,168
